userName,content,score,thumbsUpCount,at
Kudogawa kun,"untuk mengajukan komplain k penjual ,terlalu susah ..upload video dan foto selalu gagal ..bahkan sya sudah coba upload lewat pc ..masih juga gagal ..sya coba minta bantuan k cs ,cuma di kasih link buat pengajuan komplain ..pdahal sama saja ..seharus ny saat kita minta bantuan k cs ,cs bisa buat kan pengajuan komplain ny ..jadi kita cuma tinggal upload video dan foto ..tp ini malah cuma di kasih link ..",1,0,2025-05-30 10:51:47
Endot _,bagus,5,0,2025-05-30 10:44:03
frans wijaya,beli bantal harga 259.000 pas masuk keranjang jadi 399.000 wow. tempat jual barang atau judol njing... cb jlsi dlu sya kurng phm dgn kejdian ini,1,0,2025-05-30 10:32:50
Robby Fauzi agustian,"Sayang sekali, saat saya ingin memesan barang. aku tak bisa membuat jasa pengiriman untuk mengantarkan paket nya ke rumah ku dengan alasan tidak bisa menuju lokasi/alamat saya. apa karena saya tinggal di pedesaan?",4,0,2025-05-30 10:05:07
Rian Qurnawan,"semenjak mitra toko pedia ga operasional lagi. pindah ke app tokopedia pusat malah makin ribet makenya ga di bikin simpel semua tampilan menu dan fiturnya. saya biasa jualan pulsa, topup ewallet, pembayaran segala macem pakai saldo ovo malah ga di bikin satsett. contoh mau topup saldo konsumen gopay pakai saldo ovo saya, malah suruh bikin akun gopay dulu .. udah tau konsumen yg ga sabaran nunggu, ujung2nya ga jadi topup .. mitra tokopedia di tutup malah sangat merugikan sekali !!!!!!!",1,2,2025-05-30 09:59:52
Guntur Adrian,good lah di tokoed,5,0,2025-05-30 09:59:49
Din Konidin,mohon tambahkan Seabank sebagai jalur pembayaran selain Dana,4,0,2025-05-30 09:43:36
Absori Absori,makasih pembayaran lebih mudah,5,0,2025-05-30 09:26:12
Muhammad Ramzi Kusuma,"bagus, tapi plis tambahkan UI untuk liat kategori dong, di hp gk bisa liat kategorii",5,0,2025-05-30 09:03:15
Finny The monkey,"Ampun dah, diketerangan jelas ekpedisi ini cod ambil ditempat, tokopedia malah pke sistem rekomendasi kurir jadi berubah2, alhasil pket di tahan ekpedisi krena masa jne cod di jnt (ambil ditempat) tpi brang dkrm pke jne",1,127,2025-05-30 08:58:25
Mamas Hermanto,tambah kacau penataannya mau cari seperti pulsa pbb lama ngak bisa cepat satset,1,0,2025-05-30 08:41:43
naufaldaani,"Kok tokopedia begini sih! , pengajuan komplain saat up video gak ter upload"" padahal sudah sesuai syarat peng-upload an, pantesan penipu pede jualan di Tokopedia karena celah ini dimanfaatkan. sangat-sangat tdk ada perlindungan untuk pembeli !! , malah pas banget lgi kantor nya cuti, susah ajukan komplain ke CS nya. klw misalnya playstore bisa upload vid bisa ku buktikan ini keluhan ku.",1,1,2025-05-30 08:35:18
Andrew Sagai,💩,1,1,2025-05-30 08:30:27
Bayu Arek Bojay,"pengiriman lambat,lama sekali",1,0,2025-05-30 08:17:26
Muhibbudin Afriansyah,ok,5,0,2025-05-30 08:11:00
Randika Saputra,dikit dikit update bikin penyimpanan penuh,1,0,2025-05-30 08:07:43
aldi jrt,di mitra toko pedia kenapa ga bisa trsnsaksi malah di alihkan.ke aplikasi toko pedia smua.. bikin kecewa aja tolong kembaliin seprti semula biar mudah transaksinya pulsa dll,1,0,2025-05-30 08:05:17
Devi Deviani,untuk saat ini bagus,5,0,2025-05-30 07:52:01
Raditya Zahran,"saya mau beli barang,tapi kenapa dia suruh ganti alamat,saya mau ganti alamat kemana? ke jakarta? ke Malaysia? aneh tokopedia",3,0,2025-05-30 07:08:08
sugeng saefulloh,toko pedia makin keren 👍👍,5,0,2025-05-30 06:58:09
Agustinus Renaisance,nice,5,0,2025-05-30 06:43:40
Anwar Zulkifli,ok...respon cepat,4,0,2025-05-30 06:33:23
kursiati 29,pesan dehumidifier yang datang kopi gingseng ‼️‼️‼️ uang nyarinya setengah mati... ditipu...sellernya Azko eks ace hardware.ekspedisi ninja😭 duit 600 nyarinya setengah mati saya,1,0,2025-05-30 06:00:58
Eva Eva,antap,5,0,2025-05-30 05:56:08
Mursalim BPD,pembayaran lbh mudah dan praktis,5,0,2025-05-30 05:49:56
Arif Erdem,Sempat bingung mau gimana aplikasi Mitra Tokopedia ditutup akhirnya bisa lanjut jualan pake aplikasi Tokopedia,5,0,2025-05-30 05:35:04
A Laxnn,baik Sekali Metode pembayaran nyaa,5,0,2025-05-30 05:31:08
RIZKY PRASETYO,makin kesini makin gajelas,1,1,2025-05-30 05:29:04
Nur Hamdiyah,bagus,4,0,2025-05-30 05:20:53
Kerupuk Rebus,"Dikomplain supaya ada gratis ongkir tanpa minimal pembelian, malah naik pesat jadi minimal 150rb😂. Gimana ga gatel ni tangan pengen uninstall.",2,0,2025-05-30 04:03:05
Nabila Zn,"Pengirimanya lama banget,,,pesanan dari jawa timur ke pekalongan di kirim tidak langsung ke pekalongan tapi pekalongan di lewatin dulu menuju ke tegal,di tegal nginep beberapa hari baru balik lagi ke pemalang,di pemalang nginep lagi besoknya baru di kirim ke pekalongan,jadi lama nyampenya,,,mohon di perbaiki metode pengirimanya",1,0,2025-05-30 04:02:51
Frederick Neo Kaiaman,"bagus tapi apa sih, dikit dikit update mulu dah wkwkwkwkw",4,0,2025-05-30 03:28:32
ann susi,"Ga habis pikir sm ini toko. Sudah komplain, sudah ngirim barang return. Tapi dana masih aja diteruskan ke penjual bermasalah.",1,47,2025-05-30 03:06:20
Retno Dwi A,Gimana mau pk casbackny tau2 udh hangus aj ga kaya dulu bisa dipk smp 100% Skrg 5% itu aj ga semua toko bisa gmn ini lama2 ditinggalin nih tolong diperbaiki minimal bisa pk bonus 50%,2,0,2025-05-30 02:24:08
DAHYA KALABI,"no promosi,flase sale GK menarik,tiap update harus 5kali",2,0,2025-05-30 01:20:33
Rajasyah Putra,"kapok belanja di Tokopedia. ketemu seller nakal jual produk bermasalah, mau retur dipersulit sama admin Tokopedia",1,0,2025-05-30 01:11:34
AndreMdX,pelayanan buruk,1,1,2025-05-30 00:29:16
arifin ripon,nice,5,0,2025-05-30 00:25:20
bima setiiaawan,👍🙏,5,0,2025-05-30 00:00:06
Sutan Ekawijaya,setelah saya update pada tgl 29 Mei 2025 kok aplikasi tokopedia tdk bisa dibuka,1,0,2025-05-29 23:43:36
Andi Darussalam,good,5,0,2025-05-29 23:18:48
John Kemon,nice,5,0,2025-05-29 23:16:23
MINANG WARRIOR,Dear develope kalo bisa tambahkan no wa kurir biar bisa d hubungi,2,0,2025-05-29 23:15:53
Muhammad Bagus,Mantap 👍,5,0,2025-05-29 22:47:09
Jupri SE,saya kasi bintang 5 walau saya blm pernah bertransaksi,5,0,2025-05-29 22:46:37
Su TOMO,alhamdulillah aplikasi terpercaya dan bisa menyesuaikan kantong,5,0,2025-05-29 22:40:14
Ann Tsukasa,"Ga tau kenapa tiba-tiba akun saya ke-logout sendiri, dan sialnya saya lupa PIN jadi sampai sekarang ga bisa masuk -_- Kesel banget kok bisa keluar sendiri akunnya.",1,455,2025-05-29 22:37:21
Raihan Syahman,bagus sekali aplikasi dan kurirnya,5,0,2025-05-29 22:29:14
Denpasar Bali,"setingan pembayaran nya sekarang jadi ribet, gak kaya toko Orange langsung jika pernah bayar langsung otomatis pakai bank yg dipakai, tidak harus cari2 setiap transaksi",3,0,2025-05-29 22:16:53
Puput Canden Elektronik Mail,"Saya dedy, yg punya akun dedyfmail di tokopedia, Sistem Otomatis Tokopedia meminta saya meng Upgrade sistem tokopedia yg ada di hp saya, ternyata setelah saya upgrade, saya baru membaca ulasan teman2 toppers yg lain,eeeh ternyata benar, saya juga kena imbasnya. SAYA DAN BANYAK KAWAN2 LAIN TIDAK BISA MASUK KE AKUN KITA SENDIRI SETELAH MELAKUKAN UPGRADE.",1,5,2025-05-29 22:03:29
Khoerul Umam,ok,4,0,2025-05-29 21:56:24
Ubur Ubur,Aplikasi sangat bagus,5,0,2025-05-29 21:44:42
noods wendy,gabisa hapus/copotin nomor sama email di akun padahal mau ganti akun baru,1,0,2025-05-29 21:40:26
Ifmanidar Ifa,sangat memuaskan,5,0,2025-05-29 21:36:54
ade eviyanti,"tokopedia ga jls bgt,masa' mau bls chat dari pembeli aja ga bisa,dari siang bls chat ga bisa2...kesannya kita ga respon chat pembeli.mn kmrn bl barang sameday driver gojeknya,bw barang prgi cm gr2 telat respon 3 mint...lm2 ga jls tokopedia",2,1,2025-05-29 21:30:53
Juan Panji (Jusringshltjmat),good bangett,5,0,2025-05-29 21:22:07
Ayahriesa,tolong di tambah filter kategori di pencarian supaya lebih akurat lagi dalam kata kunci pencarian barang,4,0,2025-05-29 21:19:28
Rafi Anugrah,"Hadehh Tokopedia sayang banget, saya kasih rating 1, ya karna Mau gimana lagi memang dari tanggapan semua orang tokopedia akhir² ini, aplikasinya buruk di play store, berada di rating 69 coy, hadehh karna memang kekurangan di aplikasi ini banyak, contohnya ongkirnya yg ditanggung seller, dan juga ditambah 5% pajak, ongkirnya pun gk 0% gratis, 10% ditanggung pembeli lagi gk salah sih, banyak seller pada pindah ke aplikasi marketplace lain, karna tokopedia udh gk pantas diharapin lagi.",1,1,2025-05-29 21:17:30
Juntak Kalam,knp saldo di aplikasi dana saya bisa ke aplikasi anda.pokonya balikkin saldo nya saya sebesar 200ribu lebih,1,0,2025-05-29 21:03:31
Rosian anwar,lumayan bagus juga si ijo,4,0,2025-05-29 20:30:07
srihadi redjeki,masih perlu belajar untuk hasil maksimal,2,1,2025-05-29 20:22:30
Ummu Gendis Food,Tokopedia kenapa sekarang pencairan dana seller lama sekali sampai 6 hari. kamu kenapa Tokopedia??? makin kesini kok kamu makin nggak asik sih Tokopedia!!,5,0,2025-05-29 20:13:39
Alyatul Mardiah,"ngga expect ternyata tokopedia sebagus ituuu, pengirimannya cepet bangettttt",5,0,2025-05-29 20:06:43
langgeng widodo,"kocak CS Lu, status pesanan tiba di tempat tujuan, padahal belum nyampe kocak. gw komplain ditolak history kurir 10menit dari depok - serpong, Logikanya dipake kocak.",3,1,2025-05-29 20:04:32
Adam Beryl,agh biaya admin beli pulsa nya mahal tidak semurah mitra Tokopedia,1,0,2025-05-29 20:02:05
Dede Kurnia,sayang sekali mitra tokopedia sudah ditutup,5,0,2025-05-29 19:57:10
Hafidz Alwan,min kenapa mau refund dana di mitra Tokopedia ga bisa hadeh ini mau ngambil atau gmna dh dana saya,1,0,2025-05-29 19:53:15
Rafi Junior,"sebagai pembeli merasa kurang diuntungkan, karena kalau mau beli harus menunggu konfirmasi penjual, sudah nunggunya lama, atau bahkan sampai tidak dibalas, lalu ketika mau membatalkan harus konfirmasi juga ke penjual, padahal barang belum di konfirmasi, sedikit saran, ketika penjual belum mengkonfirmasi pesanan yang dibeli pembeli, seharusnya saldo langsung balik ke pembelinya, tanpa harus menunggu konfirmasi konfirmasi dari penjual, mana gak direspon direspon, mending apk sebelah.",1,1,2025-05-29 19:49:38
Serli Olivia,gtau sering kecewa aja klau beli di tokopedia sering tiba'di batalkan gtau alesanya pdahal barang udah di kirim,3,0,2025-05-29 19:23:11
Cucum ainun,menyenangkan,5,0,2025-05-29 19:22:13
Aisyahuswatun,bagus banget jdi belanja lebih cepet + terpercaya,5,0,2025-05-29 19:05:05
Donny Prakoso,"Pelayanan kalian makin gaje. jwb sprt robot gk ada solusi,1 hal yg kalian mesti pahami,BUYER pilih instant itu karena URGENT.jd batas respon SELLER jgn kalian buat 2 hari gk dikirim baru otomatis cancel. saran gua khusus instant bgitu 3-5 jam stlh BUYER check out,seller gak respon/gak cari driver.sistem lgsg batal otomatis.agar buyer lgsg cari Seller lain.udh gt buyer mau batalin nunggu respon 2 hari. jdi totl kebuang 4hr,INSTANT URGENT COK kt berani byr ongkir mhl lo samain dgn pengiriman REGLR",1,1,2025-05-29 18:37:08
Sudarmi Sudarmi,"tadi pagi jam 7 an klim foucer diskon eh pas mau cekout tadi sore jam 7 udah gak bisa kepake padahal berlaku sampe jam 11 malam,",4,0,2025-05-29 18:29:21
Marshelino Stevano,setelah di pegang tiktok jadi ga pernah beli di tokped hanyak fitu nya yang ilang suka eror maupun kurangnya vocher diskon pengiriman,1,0,2025-05-29 18:15:09
Shinichi,"sangat lambat pengirimannya, update nya juga luama. aku dapat kurir JNE",1,0,2025-05-29 18:07:05
Denni Firansyah,kenapa suka lag dan ngebug ya? waktu pemilihan pembayaran loading terus,5,0,2025-05-29 18:06:14
Arvind Affrilliyandi,"ok mantap ... cuma cara komplain barang rusak kurang mendukung bagi pembeli seolah"" membela penjual .. banyak barang yg tidak original ..",5,0,2025-05-29 18:02:57
Riza Gobed,Mantabssss...,5,0,2025-05-29 18:00:36
Nafhan Faeyza,mantap banyakin lagi diskonnya dong🤭,5,0,2025-05-29 17:51:49
Andjelina Situmorang,kenapa error ?,1,0,2025-05-29 17:48:03
Fitriah Almira,"sesuai orderan ,",5,0,2025-05-29 17:41:24
Nelsa Singgi,wow banyak diskon,5,0,2025-05-29 17:38:25
Parianto Anto,banyak x pelaturan jdi bingung,1,1,2025-05-29 17:35:47
Abun Bahrul,sekarang Tokopedia lambat pengiriman jelek banget,1,1,2025-05-29 17:21:51
anton Budi,"saya kurangi 2 bintang, soalnya sudah 2 kali saya komplain pesanan selalu gagal, uang hilang barang tidak sesuai. cuma gara-gara upload video unboxing gagal, tapi bukan akibat jaringan. kalau soal ukuran video maks 60Mb, video yang sy kirim kisaran 50Mb. saya chat penjual tidak ada pilihan upload video, hanya ada upload foto. sedangkan penjual ngotot kurang bukti video unboxing. terus terang baru kali ini saya dikecewakan oleh tokopedia.",3,2,2025-05-29 16:38:32
Reza Rezaaja!!,Iklan ganggu in teruss!!,1,0,2025-05-29 16:18:07
Muhammad Syarif Hidayatullah,Saya kesulitan mengganti nomor terdaftar yang sudah tidak aktif. saldo saya nyangkut,1,0,2025-05-29 16:17:57
Antonius Suryanta,Mudah dan aman belanja melalui Tokopedia,5,0,2025-05-29 16:03:04
Seno Aji,Pelayanan penjual dan aplikator cukup bagus serta bisa dipercaya,5,0,2025-05-29 15:49:23
Abdul Gofur,"saya pelanggan tahunan tokped aplikasi update terus gimana mau bayar tagihan cicilan tokped dan tidak belanja lagi di tokped kena tipu toko barang ga sampai sampai nominal lumayan, komplain jangan di teruskan dana ke toko malah di teruskan ke toko akhirnya amsyong duit lenyap sampai sekarang ga da kejelasan mau bayar cicilan aja susah aplikasi update terus. toko bodong masih banyak di pelihara dan sudah banyak korban",1,0,2025-05-29 15:29:37
Ismail 1234,aplikasi jelek,5,0,2025-05-29 15:27:07
Ipinksax Bali,good service & quick 👌,4,0,2025-05-29 15:26:30
BWA 87,"barusan kurir SMS dan bilang, uang pembayaran belum masuk, bayar lewat ovo, saya jawab bukannya sudah dibayar toko pedia, tidak ada jawaban, mencurigakan, dan saya batalkan pesanan saya, di rubah jangan hanya kurir standar, kargo, ekonomi, same day, instan, reguler, kasih penjelasan, misalnya J&T, JNE, hanya beberapa saja, semua store ada, saya sering debat dengan orang tua, karena paket, sampai ke rumah orang tua, bukan ke saya, masih tetap untuk bagian kurir, apalagi ke Marin orang tua protes",1,1,2025-05-29 15:26:01
Mohamad Riqob,"ngga melakukan kesalahan apa tiba tiba dibatalkan sistem pesanan saya, pantesan kalah dari shopee, mending ganti shopee",1,9,2025-05-29 15:22:39
asep Sobirin,"banyak toko langganan diblokir kenapa gak tau, jadi pindah olshop",2,0,2025-05-29 15:14:31
Amar Ma'ruf,MAU BANGKRUT INI TOKPED MENDING UNINSTALL DAH. SEMINGGU INI DIPERHATIIN MAU BELANJA RECEH ATAU RATUSAN RIBU UDAH GAK ADA GRATIS ONGKIR. GEBLEG.,1,1,2025-05-29 15:05:01
Bahasa Depok,baru mau mencoba semoga berguna bagi saya,4,0,2025-05-29 15:02:14
Aro Korong,bagus,5,0,2025-05-29 14:36:56
Pak Lik,kenapa tidak bisa TF pakai BRI lagi harus bca,1,0,2025-05-29 14:36:27
Indah Sari,Bagu dan tercepat,5,0,2025-05-29 14:14:46
Ruslan Ependi,pengiriman selalu tepat waktu dan harga sangat terjangkau menengah kebawah,5,0,2025-05-29 14:07:57
Sugi Anto,tolong pengiriman lambat.. lebih cepat di toko sho padahal sama2 reguler..,2,0,2025-05-29 14:00:44
roma combro,"PERBAIKI CARA PENGIRIMAN ANDA TOKOPEDIA!!!! PENGIRIMAN SANGAT LELET, TIDAK LAYAK DIPAKE!!!!",1,1,2025-05-29 14:00:26
A Abdurrozak,ok,5,0,2025-05-29 13:48:13
Felix,keren,5,0,2025-05-29 13:33:57
Denny Sinuraya,Terlalu sering minta update aplikasi.. 👎 Update aplikasi maksa.. Padahal saya pengguna lama.. 😭 Malah makin parah nih aplikasi.. Mitra Tokopedia malah ditutup.. 👎,1,0,2025-05-29 13:24:57
Rtr Depok,"bila beli lebih dari 1, harga per satuannya tambah mahal ya? misal beli 1 harga 3000 per unit, beli 2 harga 4000 per unit, beli 3 harga per unit 5000. begitu seterusnya",1,36,2025-05-29 12:59:52
Windhu Wardhana,Appsnya Bagus & Mudah Dipahami,5,0,2025-05-29 12:57:03
Maulana,"ga kaya yg lain nih aplikasi klau udh beli ga bisa di cancel. sudah complain sana sni ga ada solusi ...mau batal pesanan karna pihak toko ga kirim"" barang status selalu menunggu kurir selama tiga hariii",1,1,2025-05-29 12:56:11
suamin 1453,aplikasi makin buruk metode pembayaran dana ajh tidak tersedia,1,0,2025-05-29 12:38:27
Nico Chandra,"Aplikasi Sampah Diskon ga sesuai kenyataan. bukan nya dapat potongan , malah tekor biaya admin.",1,1,2025-05-29 12:35:39
HERIBERTUS GAME,"belanjanya puas,tapi saran sedikit,kalau bisa ongkirnya di kurangin",5,0,2025-05-29 12:34:02
Khaeril,mantap,5,0,2025-05-29 12:31:33
Ferywidiyanto Widi,klo aku sih yeees...,5,0,2025-05-29 12:08:49
Abhelian SaputrA,"MAHAL-MAHAL BANGET, TOKO OREN JAUH LEBIH MURAH🤣🤣🤣",1,1,2025-05-29 11:57:17
Muhammad Raffa Faizan,"sering muncul di iklan, merasa ke ganggu .",1,0,2025-05-29 11:51:49
Nana Sumarna,mantap,5,0,2025-05-29 11:50:23
Rani Halundaka,keren,5,0,2025-05-29 11:49:46
Krisna Putera Pamungkas,TIK TOK SHOP BY TOKOPEDIA PARAH SALDO SAYA DI KUNCI 22 JUTA,1,0,2025-05-29 11:45:48
Shafira AZ,"Marketplace aneh ini tokped, saya beli produk rusak terus chat penjual dan penjual tidak merespon terus saya laporankan k pihak tokpednya malah ga di respon juga, pelayanannya jauh banget di bawah Shopee dan yang lainnya",1,1,2025-05-29 11:42:50
cocoratna ratna,"mengecewakan sekarang, barang tidak datang duit di ambil penjual. solusi Tokopedia cuma usaha lewat tulisan",1,0,2025-05-29 11:39:59
Kendy William,"ud barang ga lengkap, rugiin seller pula",1,0,2025-05-29 11:39:36
Aldi,gak ada manfaat nya aplikasi ini beli pod ato Vape gak bisa sedang kan alat bantu sex bisa aneh gimana logika nya,1,0,2025-05-29 11:38:14
Amrina Hanif,"pertama kali belanja di apk ini langsung dapat penjual penipu, gak lagi-lagi belanja di apk ini maaf",1,0,2025-05-29 11:31:33
djoko bikers,best olshoop,5,0,2025-05-29 11:19:14
Danish,iklan di aplikasi lain ganggu 🤪,1,0,2025-05-29 11:10:09
Sistian,aplikasi tolol update mulu kerjaanya,1,0,2025-05-29 11:01:39
Maman Aje,"tarlalu lama penyelesaian masalah, smpe 1 minggu, itu pun gak selesai, gak lagi deh pake tokped, untuk pengguna aplikasi, mending pake shopee..!!!",1,1,2025-05-29 10:59:23
arum mucha,"Makin kesini makin ga enak pake tokped. beli plus ga bisa dipake semua fasilitas yg di janjiin, complain ke cs ga ngasih solusi. ga papa deh ikhlasin aja. langsung ambil keputusan uninstall apknya. ga bakal pake lagi. padahal dulu mah belanja disini terus sampe statusnya diamond. tapi makin kesini kalah sama toko oren",1,1,2025-05-29 10:34:34
HERU PURNOMO,ok,5,0,2025-05-29 10:21:08
Plaza Second,"Aplikasi yg tidak ramah sama penjual..sangat merugikan.. Dari potongan 4,1% untuk brg elektronik sampe penyelesaian pesanan yg awal nya 2x24 jam menjadi 6x24jam..penjual jadi kesulitan mutar modal.. maaf kalo terus seperti ini pasti akan di tinggal kan sama Pemakai terutama Penjual... semoga berbenah lebih baik...kalo tidak siap2 tenggelam dan tinggal nama saja seperti apk sebelah.",1,35,2025-05-29 10:15:45
Abu Nawas,beli liquid susah,5,0,2025-05-29 09:59:40
HABIBUN IRWAN,mantap,5,0,2025-05-29 09:42:51
Sutanto,good job 👍,5,0,2025-05-29 09:34:08
khoirun nisa,klw dapat ekspedisi JNE mesti lama,1,0,2025-05-29 09:16:47
Leny Nuraeny,kebanyakan iklanna,1,0,2025-05-29 09:15:11
Fitra Fitra,semoga usaha lancar,3,0,2025-05-29 09:08:43
Dewi Indriana,UI sederhana dan tidak berat,4,0,2025-05-29 09:04:53
Bau Dul,"pesen barang dr tgl 24 ini sudah tgl 29 masih di jakarta dilempar kurir dr j&t ke lilo ke j&t lagi terus ke lilo lagi terus ke jne,gw pesen barang untuk jualan pengiriman kaya keong,pindah dulu ke lazada",1,0,2025-05-29 09:03:40
April Lia,dpt diskon gede,5,0,2025-05-29 08:58:10
Aqmar Adinata,bagus dan terpercaya,5,0,2025-05-29 08:57:12
Richad Newsty,"tokopedia care tidak respown , top up saldo tidak masuk",1,0,2025-05-29 08:53:36
Sambudi Prayitno,proses cepat,5,0,2025-05-29 08:05:26
Ichenq Blaho,"entah kenapa akun sy kek ngefreeze, tidak bisa belanja barang..toko banyak invalid",2,0,2025-05-29 07:37:56
Irna W,"Eitts mau belanja tapi takut boros? Tenangg, cuman di Tokopedia Guncang 6.6 jawabannya! di tanggal 2-6 Juni, kamu dijamin dapet promonya: ✨ Gebyar Flash Sale s.d 60% 🎁 Dijamin Diskon s.d 200rb 🚚 Gratis Ongkir Rp 0 Berkali-kali Yuk, update aplikasi Tokopedia kamu untuk dapatkan pengalaman seluruhnya!💚",5,0,2025-05-29 07:31:57
