userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
y.1fpv,"kangen aplikasi tokopedia pertama kali rilis dimana tampilan awal diisi dengan iklan yg sesuai minat dan toko yang difollow. saat ini : 1. eror produk tidak ditemukan padahal jelas2 produk ada dan penulisan sudah benar dan sesuai 2. notif pesan selalu ada, tapi dibuka tidak ada pesan baru. jadi bngung saat tanya jawab sama seller 3. pesanan yang sudah selesai masih status ny dalam pengiriman 4. susah dan berbelit utk cancel pesanan dimana terlalu lama proses oleh seller",1,29,2025-05-30 15:41:01,kangen aplikasi tokopedia pertama kali rilis dimana tampilan awal diisi dengan iklan yg sesuai minat dan toko yang difollow saat ini   eror produk tidak ditemukan padahal jelas produk ada dan penulisan sudah benar dan sesuai  notif pesan selalu ada tapi dibuka tidak ada pesan baru jadi bngung saat tanya jawab sama seller  pesanan yang sudah selesai masih status ny dalam pengiriman  susah dan beelit utk cancel pesanan dimana terlalu lama proses oleh seller,kangen aplikasi tokopedia pertama kali rilis dimana tampilan awal diisi dengan iklan yg sesuai minat dan toko yang difollow saat ini eror produk tidak ditemukan padahal jelas produk ada dan penulisan sudah benar dan sesuai notif pesan selalu ada tapi dibuka tidak ada pesan baru jadi bngung saat tanya jawab sama seller pesanan yang sudah selesai masih status ny dalam pengiriman susah dan beelit utk cancel pesanan dimana terlalu lama proses oleh seller,"['kangen', 'aplikasi', 'tokopedia', 'pertama', 'kali', 'rilis', 'dimana', 'tampilan', 'awal', 'diisi', 'dengan', 'iklan', 'yg', 'sesuai', 'minat', 'dan', 'toko', 'yang', 'difollow', 'saat', 'ini', 'eror', 'produk', 'tidak', 'ditemukan', 'padahal', 'jelas', 'produk', 'ada', 'dan', 'penulisan', 'sudah', 'benar', 'dan', 'sesuai', 'notif', 'pesan', 'selalu', 'ada', 'tapi', 'dibuka', 'tidak', 'ada', 'pesan', 'baru', 'jadi', 'bngung', 'saat', 'tanya', 'jawab', 'sama', 'seller', 'pesanan', 'yang', 'sudah', 'selesai', 'masih', 'status', 'ny', 'dalam', 'pengiriman', 'susah', 'dan', 'beelit', 'utk', 'cancel', 'pesanan', 'dimana', 'terlalu', 'lama', 'proses', 'oleh', 'seller']",kangen aplikasi tokopedia kali rilis dimana tampilan diisi iklan yg sesuai minat toko difollow eror produk ditemukan produk penulisan sesuai notif pesan dibuka pesan bngung seller pesanan selesai status ny pengiriman susah beelit utk cancel pesanan dimana proses seller,kangen aplikasi tokopedia kali rilis mana tampil isi iklan yg sesuai minat toko difollow eror produk temu produk tulis sesuai notif pesan buka pesan bngung seller pesan selesai status ny kirim susah beelit utk cancel pesan mana proses seller
zainab zainal,Gk dpt voucher,1,1,2025-05-30 14:32:07,gk dpt voucher,tidak dpt voucher,"['tidak', 'dpt', 'voucher']",dpt voucher,dpt voucher
Ido muhamad,"Tokopedia jadi ngeselin sekarang ga kaya dulu mulai dari UI nya ga nyaman belum selesai liat gambar produk main ganti aja gambarnya terus diskusi produk apa sudah ga ada, udah ga pake tokopedia card notifikasinya muncul mulu tiap bulan, banyak promo ga bisa digabung, banyak biaya tersembunyi, jangan pake layanan plus ga ada banyak bedanya sama pengguna normal.",1,34,2025-05-30 14:00:59,tokopedia jadi ngeselin sekarang ga kaya dulu mulai dari ui nya ga nyaman belum selesai liat gambar produk main ganti aja gambarnya terus diskusi produk apa sudah ga ada udah ga pake tokopedia card notifikasinya muncul mulu tiap bulan banyak promo ga bisa digabung banyak biaya tersembunyi jangan pake layanan plus ga ada banyak bedanya sama pengguna normal,tokopedia jadi ngeselin sekarang tidak kaya dulu mulai dari ui nya tidak nyaman belum selesai liat gambar produk main ganti saja gambarnya terus diskusi produk apa sudah tidak ada sudah tidak pake tokopedia card notifikasinya muncul mulu tiap bulan banyak promo tidak bisa digabung banyak biaya tersembunyi jangan pake layanan plus tidak ada banyak bedanya sama pengguna normal,"['tokopedia', 'jadi', 'ngeselin', 'sekarang', 'tidak', 'kaya', 'dulu', 'mulai', 'dari', 'ui', 'nya', 'tidak', 'nyaman', 'belum', 'selesai', 'liat', 'gambar', 'produk', 'main', 'ganti', 'saja', 'gambarnya', 'terus', 'diskusi', 'produk', 'apa', 'sudah', 'tidak', 'ada', 'sudah', 'tidak', 'pake', 'tokopedia', 'card', 'notifikasinya', 'muncul', 'mulu', 'tiap', 'bulan', 'banyak', 'promo', 'tidak', 'bisa', 'digabung', 'banyak', 'biaya', 'tersembunyi', 'jangan', 'pake', 'layanan', 'plus', 'tidak', 'ada', 'banyak', 'bedanya', 'sama', 'pengguna', 'normal']",tokopedia ngeselin kaya ui nya nyaman selesai liat gambar produk main ganti gambarnya diskusi produk pake tokopedia card notifikasinya muncul mulu promo digabung biaya tersembunyi pake layanan plus bedanya pengguna normal,tokopedia ngeselin kaya ui nya nyaman selesai liat gambar produk main ganti gambar diskusi produk pake tokopedia card notifikasi muncul mulu promo gabung biaya sembunyi pake layan plus beda guna normal
Nobita roku,"menurut saya paling buruk.. hampir 1 minggu pesanan belum tiba bahkan sudah lewat estimasi.. yang dikirim mahluk hidup, max pengiriman 2 hari.. dengan jarak jkrta ke jwabarat 4jam perjalanan, ini udah hampir 1minggu itu juga belum jelas kapan sampainya.. mau komplain ke kurir gak tertera jelas kurirnya. kompensasi gak ada..",1,7,2025-05-30 14:00:06,menurut saya paling buruk hampir   pesanan belum tiba bahkan sudah lewat estimasi yang dikirim mahluk hidup max pengiriman   dengan jarak jkrta ke jwabarat  perjalanan ini udah hampir  itu juga belum jelas kapan sampainya mau komplain ke kurir gak tertera jelas kurirnya kompensasi gak ada,menurut saya paling buruk hampir pesanan belum tiba bahkan sudah lewat estimasi yang dikirim mahluk hidup max pengiriman dengan jarak jkrta ke jwabarat perjalanan ini sudah hampir itu juga belum jelas kapan sampainya mau komplain ke kurir tidak tertera jelas kurirnya kompensasi tidak ada,"['menurut', 'saya', 'paling', 'buruk', 'hampir', 'pesanan', 'belum', 'tiba', 'bahkan', 'sudah', 'lewat', 'estimasi', 'yang', 'dikirim', 'mahluk', 'hidup', 'max', 'pengiriman', 'dengan', 'jarak', 'jkrta', 'ke', 'jwabarat', 'perjalanan', 'ini', 'sudah', 'hampir', 'itu', 'juga', 'belum', 'jelas', 'kapan', 'sampainya', 'mau', 'komplain', 'ke', 'kurir', 'tidak', 'tertera', 'jelas', 'kurirnya', 'kompensasi', 'tidak', 'ada']",buruk pesanan estimasi dikirim mahluk hidup max pengiriman jarak jkrta jwabarat perjalanan sampainya komplain kurir tertera kurirnya kompensasi,buruk pesan estimasi kirim mahluk hidup max kirim jarak jkrta jwabarat jalan sampai komplain kurir tera kurir kompensasi
Mochamad Dafa AbdulRahman,"udah lama sihh pake Tokopedia, dari barang barang yg beli online baru 2 kali komplain Malasah, terlebihnya di bagian bukti dokumentasinya yg di kasih 5 bukti, kalau mau komplain atau kasih rating menurutku kurang apa lagi kalau butuh video unboxing hanya maks video 30 itu kalau nggak salah cuman di kasih satu doang buat videonya, kalau pake video timestamp justru kurang teliti aja buat videonya menurut saya lebih bagusnya di tambahin durasi videonya, walaupun ada opsi yg lainnya.",3,1,2025-05-30 13:58:01,udah lama sihh pake tokopedia dari barang barang yg beli online baru  kali komplain malasah terlebihnya di bagian bukti dokumentasinya yg di kasih  bukti kalau mau komplain atau kasih rating menurutku kurang apa lagi kalau butuh video unboxing hanya maks video  itu kalau nggak salah cuman di kasih satu doang buat videonya kalau pake video timestamp justru kurang teliti aja buat videonya menurut saya lebih bagusnya di tambahin durasi videonya walaupun ada opsi yg lainnya,sudah lama sihh pake tokopedia dari barang barang yg beli online baru kali komplain malasah terlebihnya di bagian bukti dokumentasinya yg di kasih bukti kalau mau komplain atau kasih rating menurutku kurang apa lagi kalau butuh video unboxing hanya maks video itu kalau tidak salah cuman di kasih satu doang buat videonya kalau pake video timestamp justru kurang teliti saja buat videonya menurut saya lebih bagusnya di tambahin durasi videonya walaupun ada opsi yg lainnya,"['sudah', 'lama', 'sihh', 'pake', 'tokopedia', 'dari', 'barang', 'barang', 'yg', 'beli', 'online', 'baru', 'kali', 'komplain', 'malasah', 'terlebihnya', 'di', 'bagian', 'bukti', 'dokumentasinya', 'yg', 'di', 'kasih', 'bukti', 'kalau', 'mau', 'komplain', 'atau', 'kasih', 'rating', 'menurutku', 'kurang', 'apa', 'lagi', 'kalau', 'butuh', 'video', 'unboxing', 'hanya', 'maks', 'video', 'itu', 'kalau', 'tidak', 'salah', 'cuman', 'di', 'kasih', 'satu', 'doang', 'buat', 'videonya', 'kalau', 'pake', 'video', 'timestamp', 'justru', 'kurang', 'teliti', 'saja', 'buat', 'videonya', 'menurut', 'saya', 'lebih', 'bagusnya', 'di', 'tambahin', 'durasi', 'videonya', 'walaupun', 'ada', 'opsi', 'yg', 'lainnya']",sihh pake tokopedia barang barang yg beli online kali komplain malasah terlebihnya bukti dokumentasinya yg kasih bukti komplain kasih rating menurutku butuh video unboxing maks video salah cuman kasih doang videonya pake video timestamp teliti videonya bagusnya tambahin durasi videonya opsi yg,sihh pake tokopedia barang barang yg beli online kali komplain malasah lebih bukti dokumentasi yg kasih bukti komplain kasih rating turut butuh video unboxing maks video salah cuman kasih doang video pake video timestamp teliti video bagus tambahin durasi video opsi yg
Moh Kohar,Sekarang tidak ada notifikasi selerr aktif dan opsi untuk menghapus pesan chat sangat menyulitkan dalam orde barang dan chat tidak bisa di hapus membuat aplikasi jadi lemot karena kebanyakan memoritolong di perbaiki,1,10,2025-05-30 13:55:12,sekarang tidak ada notifikasi selerr aktif dan opsi untuk menghapus pesan chat sangat menyulitkan dalam orde barang dan chat tidak bisa di hapus membuat aplikasi jadi lemot karena kebanyakan memoritolong di peaiki,sekarang tidak ada notifikasi selerr aktif dan opsi untuk menghapus pesan chat sangat menyulitkan dalam orde barang dan chat tidak bisa di hapus membuat aplikasi jadi lemot karena kebanyakan memoritolong di peaiki,"['sekarang', 'tidak', 'ada', 'notifikasi', 'selerr', 'aktif', 'dan', 'opsi', 'untuk', 'menghapus', 'pesan', 'chat', 'sangat', 'menyulitkan', 'dalam', 'orde', 'barang', 'dan', 'chat', 'tidak', 'bisa', 'di', 'hapus', 'membuat', 'aplikasi', 'jadi', 'lemot', 'karena', 'kebanyakan', 'memoritolong', 'di', 'peaiki']",notifikasi selerr aktif opsi menghapus pesan chat menyulitkan orde barang chat hapus aplikasi lemot kebanyakan memoritolong peaiki,notifikasi selerr aktif opsi hapus pesan chat sulit orde barang chat hapus aplikasi lot banyak memoritolong peaiki
Rian Qurnawan,"semenjak mitra toko pedia ga operasional lagi. pindah ke app tokopedia pusat malah makin ribet makenya ga di bikin simpel semua tampilan menu dan fiturnya. saya biasa jualan pulsa, topup ewallet, pembayaran segala macem pakai saldo ovo malah ga di bikin satsett. contoh mau topup saldo konsumen gopay pakai saldo ovo saya, malah suruh bikin akun gopay dulu .. udah tau konsumen yg ga sabaran nunggu, ujung2nya ga jadi topup .. mitra tokopedia di tutup malah sangat merugikan sekali !!!!!!!",1,2,2025-05-30 09:59:52,semenjak mitra toko pedia ga operasional lagi pindah ke app tokopedia pusat malah makin ribet makenya ga di bikin simpel semua tampilan menu dan fiturnya saya biasa jualan pulsa topup ewallet pembayaran segala macem pakai saldo ovo malah ga di bikin satsett contoh mau topup saldo konsumen gopay pakai saldo ovo saya malah suruh bikin akun gopay dulu  udah tau konsumen yg ga sabaran nunggu ujungnya ga jadi topup  mitra tokopedia di tutup malah sangat merugikan sekali,semenjak mitra toko pedia tidak operasional lagi pindah ke app tokopedia pusat malah makin ribet makenya tidak di bikin simpel semua tampilan menu dan fiturnya saya biasa jualan pulsa topup ewallet pembayaran segala macem pakai saldo ovo malah tidak di bikin satsett contoh mau topup saldo konsumen gopay pakai saldo ovo saya malah suruh bikin akun gopay dulu sudah tau konsumen yg tidak sabaran nunggu ujungnya tidak jadi topup mitra tokopedia di tutup malah sangat merugikan sekali,"['semenjak', 'mitra', 'toko', 'pedia', 'tidak', 'operasional', 'lagi', 'pindah', 'ke', 'app', 'tokopedia', 'pusat', 'malah', 'makin', 'ribet', 'makenya', 'tidak', 'di', 'bikin', 'simpel', 'semua', 'tampilan', 'menu', 'dan', 'fiturnya', 'saya', 'biasa', 'jualan', 'pulsa', 'topup', 'ewallet', 'pembayaran', 'segala', 'macem', 'pakai', 'saldo', 'ovo', 'malah', 'tidak', 'di', 'bikin', 'satsett', 'contoh', 'mau', 'topup', 'saldo', 'konsumen', 'gopay', 'pakai', 'saldo', 'ovo', 'saya', 'malah', 'suruh', 'bikin', 'akun', 'gopay', 'dulu', 'sudah', 'tau', 'konsumen', 'yg', 'tidak', 'sabaran', 'nunggu', 'ujungnya', 'tidak', 'jadi', 'topup', 'mitra', 'tokopedia', 'di', 'tutup', 'malah', 'sangat', 'merugikan', 'sekali']",semenjak mitra toko pedia operasional pindah app tokopedia pusat ribet makenya bikin simpel tampilan menu fiturnya jualan pulsa topup ewallet pembayaran macem pakai saldo ovo bikin satsett contoh topup saldo konsumen gopay pakai saldo ovo suruh bikin akun gopay tau konsumen yg sabaran nunggu ujungnya topup mitra tokopedia tutup merugikan,semenjak mitra toko dia operasional pindah app tokopedia pusat ribet makenya bikin simpel tampil menu fiturnya jual pulsa topup ewallet bayar macem pakai saldo ovo bikin satsett contoh topup saldo konsumen gopay pakai saldo ovo suruh bikin akun gopay tau konsumen yg sabar nunggu ujung topup mitra tokopedia tutup rugi
Finny The monkey,"Ampun dah, diketerangan jelas ekpedisi ini cod ambil ditempat, tokopedia malah pke sistem rekomendasi kurir jadi berubah2, alhasil pket di tahan ekpedisi krena masa jne cod di jnt (ambil ditempat) tpi brang dkrm pke jne",1,127,2025-05-30 08:58:25,ampun dah diketerangan jelas ekpedisi ini cod ambil ditempat tokopedia malah pke sistem rekomendasi kurir jadi berubah alhasil pket di tahan ekpedisi krena masa jne cod di jnt  tpi brang dkrm pke jne,ampun sudah diketerangan jelas ekpedisi ini cod ambil ditempat tokopedia malah pke sistem rekomendasi kurir jadi berubah alhasil pket di tahan ekpedisi krena masa jne cod di jnt tpi brang dkrm pke jne,"['ampun', 'sudah', 'diketerangan', 'jelas', 'ekpedisi', 'ini', 'cod', 'ambil', 'ditempat', 'tokopedia', 'malah', 'pke', 'sistem', 'rekomendasi', 'kurir', 'jadi', 'berubah', 'alhasil', 'pket', 'di', 'tahan', 'ekpedisi', 'krena', 'masa', 'jne', 'cod', 'di', 'jnt', 'tpi', 'brang', 'dkrm', 'pke', 'jne']",ampun diketerangan ekpedisi cod ambil ditempat tokopedia pke sistem rekomendasi kurir berubah alhasil pket tahan ekpedisi krena jne cod jnt tpi brang dkrm pke jne,ampun terang ekpedisi cod ambil tempat tokopedia pke sistem rekomendasi kurir ubah alhasil pket tahan ekpedisi krena jne cod jnt tpi brang dkrm pke jne
naufaldaani,"Kok tokopedia begini sih! , pengajuan komplain saat up video gak ter upload"" padahal sudah sesuai syarat peng-upload an, pantesan penipu pede jualan di Tokopedia karena celah ini dimanfaatkan. sangat-sangat tdk ada perlindungan untuk pembeli !! , malah pas banget lgi kantor nya cuti, susah ajukan komplain ke CS nya. klw misalnya playstore bisa upload vid bisa ku buktikan ini keluhan ku.",1,1,2025-05-30 08:35:18,kok tokopedia begini sih  pengajuan komplain saat up video gak ter upload padahal sudah sesuai syarat peng-upload an pantesan penipu pede jualan di tokopedia karena celah ini dimanfaatkan sangat-sangat tdk ada perlindungan untuk pembeli   malah pas banget lgi kantor nya cuti susah ajukan komplain ke cs nya klw misalnya playstore bisa upload vid bisa ku buktikan ini keluhan ku,kok tokopedia begini sih pengajuan komplain saat up video tidak ter upload padahal sudah sesuai syarat peng-upload an pantesan penipu pede jualan di tokopedia karena celah ini dimanfaatkan sangat-sangat tidak ada perlindungan untuk pembeli malah pas banget lgi kantor nya cuti susah ajukan komplain ke cs nya klw misalnya playstore bisa upload vid bisa ku buktikan ini keluhan ku,"['kok', 'tokopedia', 'begini', 'sih', 'pengajuan', 'komplain', 'saat', 'up', 'video', 'tidak', 'ter', 'upload', 'padahal', 'sudah', 'sesuai', 'syarat', 'peng-upload', 'an', 'pantesan', 'penipu', 'pede', 'jualan', 'di', 'tokopedia', 'karena', 'celah', 'ini', 'dimanfaatkan', 'sangat-sangat', 'tidak', 'ada', 'perlindungan', 'untuk', 'pembeli', 'malah', 'pas', 'banget', 'lgi', 'kantor', 'nya', 'cuti', 'susah', 'ajukan', 'komplain', 'ke', 'cs', 'nya', 'klw', 'misalnya', 'playstore', 'bisa', 'upload', 'vid', 'bisa', 'ku', 'buktikan', 'ini', 'keluhan', 'ku']",tokopedia sih pengajuan komplain up video ter upload sesuai syarat peng-upload an pantesan penipu pede jualan tokopedia celah dimanfaatkan sangat-sangat perlindungan pembeli pas banget lgi kantor nya cuti susah ajukan komplain cs nya klw playstore upload vid ku buktikan keluhan ku,tokopedia sih aju komplain up video ter upload sesuai syarat peng-upload an pantesan tipu pede jual tokopedia celah manfaat sangat lindung beli pas banget lgi kantor nya cuti susah aju komplain cs nya klw playstore upload vid ku bukti keluh ku
RIZKY PRASETYO,makin kesini makin gajelas,1,1,2025-05-30 05:29:04,makin kesini makin gajelas,makin kesini makin gajelas,"['makin', 'kesini', 'makin', 'gajelas']",kesini gajelas,kesini gajelas
ann susi,"Ga habis pikir sm ini toko. Sudah komplain, sudah ngirim barang return. Tapi dana masih aja diteruskan ke penjual bermasalah.",1,47,2025-05-30 03:06:20,ga habis pikir sm ini toko sudah komplain sudah ngirim barang return tapi dana masih aja diteruskan ke penjual bermasalah,tidak habis pikir sama ini toko sudah komplain sudah ngirim barang return tapi dana masih saja diteruskan ke penjual bermasalah,"['tidak', 'habis', 'pikir', 'sama', 'ini', 'toko', 'sudah', 'komplain', 'sudah', 'ngirim', 'barang', 'return', 'tapi', 'dana', 'masih', 'saja', 'diteruskan', 'ke', 'penjual', 'bermasalah']",habis pikir toko komplain ngirim barang return dana diteruskan penjual bermasalah,habis pikir toko komplain ngirim barang return dana terus jual masalah
AndreMdX,pelayanan buruk,1,1,2025-05-30 00:29:16,pelayanan buruk,pelayanan buruk,"['pelayanan', 'buruk']",pelayanan buruk,layan buruk
Ann Tsukasa,"Ga tau kenapa tiba-tiba akun saya ke-logout sendiri, dan sialnya saya lupa PIN jadi sampai sekarang ga bisa masuk -_- Kesel banget kok bisa keluar sendiri akunnya.",1,455,2025-05-29 22:37:21,ga tau kenapa tiba-tiba akun saya ke-logout sendiri dan sialnya saya lupa pin jadi sampai sekarang ga bisa masuk -- kesel banget kok bisa keluar sendiri akunnya,tidak tau kenapa tiba-tiba akun saya ke-logout sendiri dan sialnya saya lupa pin jadi sampai sekarang tidak bisa masuk -- kesel banget kok bisa keluar sendiri akunnya,"['tidak', 'tau', 'kenapa', 'tiba-tiba', 'akun', 'saya', 'ke-logout', 'sendiri', 'dan', 'sialnya', 'saya', 'lupa', 'pin', 'jadi', 'sampai', 'sekarang', 'tidak', 'bisa', 'masuk', '--', 'kesel', 'banget', 'kok', 'bisa', 'keluar', 'sendiri', 'akunnya']",tau akun ke-logout sialnya lupa pin masuk -- kesel banget akunnya,tau akun ke-logout sial lupa pin masuk -- kesel banget akun
Puput Canden Elektronik Mail,"Saya dedy, yg punya akun dedyfmail di tokopedia, Sistem Otomatis Tokopedia meminta saya meng Upgrade sistem tokopedia yg ada di hp saya, ternyata setelah saya upgrade, saya baru membaca ulasan teman2 toppers yg lain,eeeh ternyata benar, saya juga kena imbasnya. SAYA DAN BANYAK KAWAN2 LAIN TIDAK BISA MASUK KE AKUN KITA SENDIRI SETELAH MELAKUKAN UPGRADE.",1,5,2025-05-29 22:03:29,saya dedy yg punya akun dedyfmail di tokopedia sistem otomatis tokopedia meminta saya meng upgrade sistem tokopedia yg ada di hp saya ternyata setelah saya upgrade saya baru membaca ulasan teman toppers yg laineeeh ternyata benar saya juga kena imbasnya saya dan banyak kawan lain tidak bisa masuk ke akun kita sendiri setelah melakukan upgrade,saya dedy yg punya akun dedyfmail di tokopedia sistem otomatis tokopedia meminta saya meng upgrade sistem tokopedia yg ada di hp saya ternyata setelah saya upgrade saya baru membaca ulasan teman toppers yg laineeeh ternyata benar saya juga kena imbasnya saya dan banyak kawan lain tidak bisa masuk ke akun kita sendiri setelah melakukan upgrade,"['saya', 'dedy', 'yg', 'punya', 'akun', 'dedyfmail', 'di', 'tokopedia', 'sistem', 'otomatis', 'tokopedia', 'meminta', 'saya', 'meng', 'upgrade', 'sistem', 'tokopedia', 'yg', 'ada', 'di', 'hp', 'saya', 'ternyata', 'setelah', 'saya', 'upgrade', 'saya', 'baru', 'membaca', 'ulasan', 'teman', 'toppers', 'yg', 'laineeeh', 'ternyata', 'benar', 'saya', 'juga', 'kena', 'imbasnya', 'saya', 'dan', 'banyak', 'kawan', 'lain', 'tidak', 'bisa', 'masuk', 'ke', 'akun', 'kita', 'sendiri', 'setelah', 'melakukan', 'upgrade']",dedy yg akun dedyfmail tokopedia sistem otomatis tokopedia meng upgrade sistem tokopedia yg hp upgrade membaca ulasan teman toppers yg laineeeh kena imbasnya kawan masuk akun upgrade,dedy yg akun dedyfmail tokopedia sistem otomatis tokopedia meng upgrade sistem tokopedia yg hp upgrade baca ulas teman toppers yg laineeeh kena imbas kawan masuk akun upgrade
